,HGNC ID,Approved symbol,Approved name,Ensembl gene ID,UCSC gene ID
20946,HGNC:55377,MPHOSPH6-DT,MPHOSPH6 divergent transcript,ENSG00000261029,
20947,HGNC:54549,MPHOSPH6P1,MPHOSPH6 pseudogene 1,ENSG00000271428,
20948,HGNC:29810,MPHOSPH8,M-phase phosphoprotein 8,ENSG00000196199,uc001umh.4
20949,HGNC:7215,MPHOSPH9,M-phase phosphoprotein 9,ENSG00000051825,uc001uel.5
20950,HGNC:7213,MPHOSPH10,M-phase phosphoprotein 10,ENSG00000124383,uc002sht.3
20951,HGNC:7216,MPI,mannose phosphate isomerase,ENSG00000178802,uc002azc.3
20952,HGNC:13937,MPIG6B,megakaryocyte and platelet inhibitory receptor G6b,ENSG00000204420,uc003nwk.4
20953,HGNC:7217,MPL,"MPL proto-oncogene, thrombopoietin receptor",ENSG00000117400,uc001ciw.4
20954,HGNC:16002,MPLKIP,M-phase specific PLK1 interacting protein,ENSG00000168303,uc003thl.5
20955,HGNC:25934,MPND,MPN domain containing,ENSG00000008382,uc002mae.3
20956,HGNC:7218,MPO,myeloperoxidase,ENSG00000005381,uc002ivu.1
20957,HGNC:7219,MPP1,membrane palmitoylated protein 1,ENSG00000130830,uc004fmp.3
20958,HGNC:7220,MPP2,membrane palmitoylated protein 2,ENSG00000108852,uc032fjg.2
20959,HGNC:7221,MPP3,membrane palmitoylated protein 3,ENSG00000161647,uc002iei.5
20960,HGNC:13680,MPP4,membrane palmitoylated protein 4,ENSG00000082126,uc002uyk.5
20961,HGNC:26542,MPP7,membrane palmitoylated protein 7,ENSG00000150054,uc001iub.2
20962,HGNC:54139,MPP7-DT,MPP7 divergent transcript,ENSG00000282996,
20963,HGNC:15988,MPPE1,metallophosphoesterase 1,ENSG00000154889,uc002kqf.5
20964,HGNC:20143,MPPE1P1,metallophosphoesterase 1 pseudogene 1,ENSG00000258990,
20965,HGNC:1306,MPPED1,metallophosphoesterase domain containing 1,ENSG00000186732,uc062exv.1
20966,HGNC:1180,MPPED2,metallophosphoesterase domain containing 2,ENSG00000066382,uc001msr.4
20967,HGNC:53909,MPPED2-AS1,MPPED2 antisense RNA 1,ENSG00000254489,
20968,HGNC:30321,MPRIP,myosin phosphatase Rho interacting protein,ENSG00000133030,uc002gqu.3
20969,HGNC:41263,MPRIP-AS1,MPRIP antisense RNA 1,ENSG00000225442,uc060buu.1
20970,HGNC:44594,MPRIPP1,myosin phosphatase Rho interacting protein pseudogene 1,ENSG00000214820,
20971,HGNC:7223,MPST,mercaptopyruvate sulfurtransferase,ENSG00000128309,uc003aql.5
20972,HGNC:48364,MPTX1,mucosal pentraxin 1 (pseudogene),ENSG00000215846,
20973,HGNC:7224,MPV17,mitochondrial inner membrane protein MPV17,ENSG00000115204,uc002rjs.4
20974,HGNC:26827,MPV17L,MPV17 mitochondrial inner membrane protein like,ENSG00000156968,uc002ddn.3
20975,HGNC:28177,MPV17L2,MPV17 mitochondrial inner membrane protein like 2,ENSG00000254858,uc002nid.4
20976,HGNC:54962,MPV17L2P1,MPV17L2 pseudogene 1,ENSG00000234413,
20977,HGNC:7225,MPZ,myelin protein zero,ENSG00000158887,uc001gaf.4
20978,HGNC:7226,MPZL1,myelin protein zero like 1,ENSG00000197965,uc001geo.3
20979,HGNC:3496,MPZL2,myelin protein zero like 2,ENSG00000149573,uc001psn.4
20980,HGNC:27279,MPZL3,myelin protein zero like 3,ENSG00000160588,uc001psm.5
20981,HGNC:4975,MR1,"major histocompatibility complex, class I-related",ENSG00000153029,uc001goq.2
20982,HGNC:1304,MRAP,melanocortin 2 receptor accessory protein,ENSG00000170262,uc002ypj.4
20983,HGNC:40108,MRAP-AS1,MRAP antisense RNA 1,ENSG00000232623,
20984,HGNC:21232,MRAP2,melanocortin 2 receptor accessory protein 2,ENSG00000135324,uc003pkg.5
20985,HGNC:7227,MRAS,muscle RAS oncogene homolog,ENSG00000158186,uc003esh.5
20986,HGNC:7228,MRC1,mannose receptor C-type 1,ENSG00000260314,uc031ptj.2
20987,HGNC:16875,MRC2,mannose receptor C type 2,ENSG00000011028,uc002jad.5
20988,HGNC:7230,MRE11,"MRE11 homolog, double strand break repair nuclease",ENSG00000020922,uc001peu.4
20989,HGNC:7231,MRE11P1,"MRE11 homolog, double strand break repair nuclease pseudogene 1",ENSG00000242537,
20990,HGNC:25478,MREG,melanoregulin,ENSG00000118242,uc061sdy.1
20991,HGNC:50749,MREGP1,melanoregulin pseudogene 1,ENSG00000270395,
20992,HGNC:24549,MRFAP1,Morf4 family associated protein 1,ENSG00000179010,uc003gjg.3
20993,HGNC:28796,MRFAP1L1,Morf4 family associated protein 1 like 1,ENSG00000178988,uc003gjo.5
20994,HGNC:15866,MRGBP,MRG domain binding protein,ENSG00000101189,uc002ydi.4
20995,HGNC:29626,MRGPRD,MAS related GPR family member D,ENSG00000172938,uc010rqf.2
20996,HGNC:30694,MRGPRE,MAS related GPR family member E,ENSG00000184350,uc001lxq.6
20997,HGNC:24828,MRGPRF,MAS related GPR family member F,ENSG00000172935,uc001oop.5
20998,HGNC:51140,MRGPRF-AS1,MRGPRF antisense RNA 1,ENSG00000256508,
20999,HGNC:24829,MRGPRG,MAS related GPR family member G,ENSG00000182170,uc001lxp.2
21000,HGNC:26691,MRGPRG-AS1,MRGPRG antisense RNA 1,ENSG00000236301,uc057ybd.1
21001,HGNC:17962,MRGPRX1,MAS related GPR family member X1,ENSG00000170255,uc001mpg.3
21002,HGNC:17983,MRGPRX2,MAS related GPR family member X2,ENSG00000183695,uc001mph.4
21003,HGNC:17980,MRGPRX3,MAS related GPR family member X3,ENSG00000179826,uc001mnu.3
21004,HGNC:17617,MRGPRX4,MAS related GPR family member X4,ENSG00000179817,uc001mnv.1
21005,HGNC:54329,MRGPRX5P,"MAS related GPR family member X5, pseudogene",ENSG00000255536,
21006,HGNC:54330,MRGPRX6P,"MAS related GPR family member X6, pseudogene",ENSG00000254541,
21007,HGNC:54331,MRGPRX7P,"MAS related GPR family member X7, pseudogene",ENSG00000254529,
21008,HGNC:54332,MRGPRX8P,"MAS related GPR family member X8, pseudogene",ENSG00000276789,
21009,HGNC:54333,MRGPRX9P,"MAS related GPR family member X9, pseudogene",ENSG00000255424,
21010,HGNC:54334,MRGPRX10P,"MAS related GPR family member X10, pseudogene",ENSG00000254720,
21011,HGNC:54335,MRGPRX11P,"MAS related GPR family member X11, pseudogene",ENSG00000254738,
21012,HGNC:54336,MRGPRX12P,"MAS related GPR family member X12, pseudogene",ENSG00000254857,
21013,HGNC:54337,MRGPRX13P,"MAS related GPR family member X13, pseudogene",ENSG00000254546,
21014,HGNC:28469,MRI1,methylthioribose-1-phosphate isomerase 1,ENSG00000037757,uc002mxe.4
21015,HGNC:48649,MRLN,myoregulin,ENSG00000227877,
21016,HGNC:26202,MRM1,mitochondrial rRNA methyltransferase 1,ENSG00000278619,uc032ggy.3
21017,HGNC:16352,MRM2,mitochondrial rRNA methyltransferase 2,ENSG00000122687,uc003slm.3
21018,HGNC:18485,MRM3,mitochondrial rRNA methyltransferase 3,ENSG00000171861,uc002frw.4
21019,HGNC:44905,MRM3P1,MRM3 pseudogene 1,ENSG00000231553,
21020,HGNC:44906,MRM3P2,MRM3 pseudogene 2,ENSG00000236195,
21021,HGNC:30817,MRNIP,MRN complex interacting protein,ENSG00000161010,uc003mla.4
21022,HGNC:24121,MRO,maestro,ENSG00000134042,uc002lex.4
21023,HGNC:50323,MROCKI,MARCKS cis regulating lncRNA promoter of cytokines and inflammation,ENSG00000227502,
21024,HGNC:26958,MROH1,maestro heat like repeat family member 1,ENSG00000179832,uc064rjm.1
21025,HGNC:27936,MROH2A,maestro heat like repeat family member 2A,ENSG00000185038,uc002vvc.2
21026,HGNC:26857,MROH2B,maestro heat like repeat family member 2B,ENSG00000171495,uc003jmj.5
21027,HGNC:33122,MROH3P,"maestro heat like repeat family member 3, pseudogene",ENSG00000233217,
21028,HGNC:44902,MROH4P,"maestro heat like repeat family member 4, pseudogene",ENSG00000232722,
21029,HGNC:42976,MROH5,maestro heat like repeat family member 5 (gene/pseudogene),ENSG00000226807,uc064qua.1
21030,HGNC:27814,MROH6,maestro heat like repeat family member 6,ENSG00000204839,uc010mff.4
21031,HGNC:24802,MROH7,maestro heat like repeat family member 7,ENSG00000184313,uc010ooe.2
21032,HGNC:49180,MROH7-TTC4,MROH7-TTC4 readthrough (NMD candidate),ENSG00000271723,
21033,HGNC:16125,MROH8,maestro heat like repeat family member 8,ENSG00000101353,uc061wut.1
21034,HGNC:26287,MROH9,maestro heat like repeat family member 9,ENSG00000117501,uc001ghg.4
21035,HGNC:14595,MROS,Melkersson-Rosenthal syndrome,,
21036,HGNC:14041,MRPL,mitochondrial ribosomal protein L,,
21037,HGNC:14275,MRPL1,mitochondrial ribosomal protein L1,ENSG00000169288,uc003hku.3
21038,HGNC:14056,MRPL2,mitochondrial ribosomal protein L2,ENSG00000112651,uc003ots.2
21039,HGNC:29698,MRPL2P1,mitochondrial ribosomal protein L2 pseudogene 1,ENSG00000257480,
21040,HGNC:10379,MRPL3,mitochondrial ribosomal protein L3,ENSG00000114686,uc003eoh.4
21041,HGNC:29701,MRPL3P1,mitochondrial ribosomal protein L3 pseudogene 1,ENSG00000215349,
21042,HGNC:14276,MRPL4,mitochondrial ribosomal protein L4,ENSG00000105364,uc060tfq.1
21043,HGNC:14277,MRPL9,mitochondrial ribosomal protein L9,ENSG00000143436,uc001eyv.4
21044,HGNC:29726,MRPL9P1,mitochondrial ribosomal protein L9 pseudogene 1,ENSG00000254305,
21045,HGNC:14055,MRPL10,mitochondrial ribosomal protein L10,ENSG00000159111,uc002ilz.4
21046,HGNC:14042,MRPL11,mitochondrial ribosomal protein L11,ENSG00000174547,uc001ohz.5
21047,HGNC:29694,MRPL11P2,mitochondrial ribosomal protein L11 pseudogene 2,,
21048,HGNC:29695,MRPL11P3,mitochondrial ribosomal protein L11 pseudogene 3,,
21049,HGNC:10378,MRPL12,mitochondrial ribosomal protein L12,ENSG00000262814,uc002kbh.3
21050,HGNC:14278,MRPL13,mitochondrial ribosomal protein L13,ENSG00000172172,uc003ypa.4
21051,HGNC:14279,MRPL14,mitochondrial ribosomal protein L14,ENSG00000180992,uc003owp.4
21052,HGNC:29696,MRPL14P1,mitochondrial ribosomal protein L14 pseudogene 1,,
21053,HGNC:14054,MRPL15,mitochondrial ribosomal protein L15,ENSG00000137547,uc003xsa.3
21054,HGNC:29697,MRPL15P1,mitochondrial ribosomal protein L15 pseudogene 1,ENSG00000259441,
21055,HGNC:14476,MRPL16,mitochondrial ribosomal protein L16,ENSG00000166902,uc001noh.2
21056,HGNC:14053,MRPL17,mitochondrial ribosomal protein L17,ENSG00000158042,uc001men.3
21057,HGNC:14477,MRPL18,mitochondrial ribosomal protein L18,ENSG00000112110,uc003qsw.5
21058,HGNC:14052,MRPL19,mitochondrial ribosomal protein L19,ENSG00000115364,uc061law.1
21059,HGNC:14478,MRPL20,mitochondrial ribosomal protein L20,ENSG00000242485,uc001afo.5
21060,HGNC:27125,MRPL20-AS1,MRPL20 antisense RNA 1,ENSG00000224870,
21061,HGNC:54814,MRPL20-DT,MRPL20 divergent transcript,ENSG00000272455,
21062,HGNC:29699,MRPL20P1,mitochondrial ribosomal protein L20 pseudogene 1,ENSG00000215734,
21063,HGNC:14479,MRPL21,mitochondrial ribosomal protein L21,ENSG00000197345,uc001ooi.4
21064,HGNC:14480,MRPL22,mitochondrial ribosomal protein L22,ENSG00000082515,uc003lvy.5
21065,HGNC:29700,MRPL22P1,mitochondrial ribosomal protein L22 pseudogene 1,ENSG00000250324,
21066,HGNC:10322,MRPL23,mitochondrial ribosomal protein L23,ENSG00000214026,uc001lux.4
21067,HGNC:42812,MRPL23-AS1,MRPL23 antisense RNA 1,ENSG00000226416,uc010qxh.3
21068,HGNC:14037,MRPL24,mitochondrial ribosomal protein L24,ENSG00000143314,uc001fpw.2
21069,HGNC:14483,MRPL27,mitochondrial ribosomal protein L27,ENSG00000108826,uc002iqq.4
21070,HGNC:14484,MRPL28,mitochondrial ribosomal protein L28,ENSG00000086504,uc002cgs.3
21071,HGNC:14036,MRPL30,mitochondrial ribosomal protein L30,ENSG00000185414,uc002szv.4
21072,HGNC:29702,MRPL30P1,mitochondrial ribosomal protein L30 pseudogene 1,ENSG00000276576,
21073,HGNC:29703,MRPL30P2,mitochondrial ribosomal protein L30 pseudogene 2,,
21074,HGNC:14035,MRPL32,mitochondrial ribosomal protein L32,ENSG00000106591,uc003tia.4
21075,HGNC:29704,MRPL32P1,MRPL32 pseudogene 1,ENSG00000220125,
21076,HGNC:54964,MRPL32P2,MRPL32 pseudogene 2,ENSG00000229037,
21077,HGNC:14487,MRPL33,mitochondrial ribosomal protein L33,ENSG00000243147,uc002rlm.1
21078,HGNC:14488,MRPL34,mitochondrial ribosomal protein L34,ENSG00000130312,uc060vgo.1
21079,HGNC:14489,MRPL35,mitochondrial ribosomal protein L35,ENSG00000132313,uc002srg.5
21080,HGNC:29705,MRPL35P1,mitochondrial ribosomal protein L35 pseudogene 1,ENSG00000220868,
21081,HGNC:29706,MRPL35P2,mitochondrial ribosomal protein L35 pseudogene 2,ENSG00000232075,
21082,HGNC:23731,MRPL35P3,mitochondrial ribosomal protein L35 pseudogene 3,ENSG00000226253,
21083,HGNC:29707,MRPL35P4,mitochondrial ribosomal protein L35 pseudogene 4,ENSG00000230691,
21084,HGNC:14490,MRPL36,mitochondrial ribosomal protein L36,ENSG00000171421,uc063cad.1
21085,HGNC:29708,MRPL36P1,mitochondrial ribosomal protein L36 pseudogene 1,ENSG00000225392,
21086,HGNC:14034,MRPL37,mitochondrial ribosomal protein L37,ENSG00000116221,uc001cxa.4
21087,HGNC:31003,MRPL37P1,mitochondrial ribosomal protein L37 pseudogene 1,ENSG00000266946,
21088,HGNC:14033,MRPL38,mitochondrial ribosomal protein L38,ENSG00000204316,uc010wso.2
21089,HGNC:14027,MRPL39,mitochondrial ribosomal protein L39,ENSG00000154719,uc002ylo.4
21090,HGNC:14491,MRPL40,mitochondrial ribosomal protein L40,ENSG00000185608,uc002zpg.4
21091,HGNC:44532,MRPL40P1,mitochondrial ribosomal protein L40 pseudogene 1,ENSG00000256037,
21092,HGNC:14492,MRPL41,mitochondrial ribosomal protein L41,ENSG00000182154,uc004cnh.5
21093,HGNC:14493,MRPL42,mitochondrial ribosomal protein L42,ENSG00000198015,uc001tcs.4
21094,HGNC:29710,MRPL42P1,mitochondrial ribosomal protein L42 pseudogene 1,,
21095,HGNC:29711,MRPL42P2,mitochondrial ribosomal protein L42 pseudogene 2,ENSG00000216364,
21096,HGNC:29712,MRPL42P3,mitochondrial ribosomal protein L42 pseudogene 3,ENSG00000219297,
21097,HGNC:29713,MRPL42P4,mitochondrial ribosomal protein L42 pseudogene 4,ENSG00000242552,
21098,HGNC:29714,MRPL42P5,mitochondrial ribosomal protein L42 pseudogene 5,,
21099,HGNC:44533,MRPL42P6,mitochondrial ribosomal protein L42 pseudogene 6,ENSG00000242810,
21100,HGNC:14517,MRPL43,mitochondrial ribosomal protein L43,ENSG00000055950,uc001ksd.2
21101,HGNC:16650,MRPL44,mitochondrial ribosomal protein L44,ENSG00000135900,uc002vnr.4
21102,HGNC:16651,MRPL45,mitochondrial ribosomal protein L45,ENSG00000278845,uc032gkt.2
21103,HGNC:29715,MRPL45P1,mitochondrial ribosomal protein L45 pseudogene 1,ENSG00000232508,
21104,HGNC:29716,MRPL45P2,mitochondrial ribosomal protein L45 pseudogene 2,ENSG00000228782,
21105,HGNC:1192,MRPL46,mitochondrial ribosomal protein L46,ENSG00000259494,uc002bmj.3
21106,HGNC:16652,MRPL47,mitochondrial ribosomal protein L47,ENSG00000136522,uc003fjz.5
21107,HGNC:16653,MRPL48,mitochondrial ribosomal protein L48,ENSG00000175581,uc001ouh.5
21108,HGNC:21379,MRPL48P1,mitochondrial ribosomal protein L48 pseudogene 1,ENSG00000238076,
21109,HGNC:1176,MRPL49,mitochondrial ribosomal protein L49,ENSG00000149792,uc001oda.3
21110,HGNC:29717,MRPL49P1,mitochondrial ribosomal protein L49 pseudogene 1,ENSG00000224296,
21111,HGNC:29718,MRPL49P2,mitochondrial ribosomal protein L49 pseudogene 2,ENSG00000253934,
21112,HGNC:16654,MRPL50,mitochondrial ribosomal protein L50,ENSG00000136897,uc004bbe.3
21113,HGNC:29719,MRPL50P1,mitochondrial ribosomal protein L50 pseudogene 1,ENSG00000234587,
21114,HGNC:29720,MRPL50P2,mitochondrial ribosomal protein L50 pseudogene 2,ENSG00000238285,
21115,HGNC:29721,MRPL50P3,mitochondrial ribosomal protein L50 pseudogene 3,,
21116,HGNC:29722,MRPL50P4,mitochondrial ribosomal protein L50 pseudogene 4,ENSG00000235469,
21117,HGNC:14044,MRPL51,mitochondrial ribosomal protein L51,ENSG00000111639,uc001qom.3
21118,HGNC:29723,MRPL51P1,mitochondrial ribosomal protein L51 pseudogene 1,,
21119,HGNC:29724,MRPL51P2,mitochondrial ribosomal protein L51 pseudogene 2,ENSG00000232777,
21120,HGNC:16655,MRPL52,mitochondrial ribosomal protein L52,ENSG00000172590,uc001wgx.5
21121,HGNC:16684,MRPL53,mitochondrial ribosomal protein L53,ENSG00000204822,uc002sln.4
21122,HGNC:29725,MRPL53P1,mitochondrial ribosomal protein L53 pseudogene 1,ENSG00000235299,
21123,HGNC:16685,MRPL54,mitochondrial ribosomal protein L54,ENSG00000183617,uc002lyq.5
21124,HGNC:16686,MRPL55,mitochondrial ribosomal protein L55,ENSG00000162910,uc001hsa.5
21125,HGNC:14514,MRPL57,mitochondrial ribosomal protein L57,ENSG00000173141,
21126,HGNC:29686,MRPL57P1,mitochondrial ribosomal protein L57 pseudogene 1,ENSG00000273698,
21127,HGNC:29687,MRPL57P2,mitochondrial ribosomal protein L57 pseudogene 2,,
21128,HGNC:29688,MRPL57P3,mitochondrial ribosomal protein L57 pseudogene 3,ENSG00000275940,
21129,HGNC:29689,MRPL57P6,mitochondrial ribosomal protein L57 pseudogene 6,ENSG00000249449,
21130,HGNC:29690,MRPL57P7,mitochondrial ribosomal protein L57 pseudogene 7,ENSG00000254312,
21131,HGNC:29691,MRPL57P8,mitochondrial ribosomal protein L57 pseudogene 8,ENSG00000282625,
21132,HGNC:29692,MRPL57P9,mitochondrial ribosomal protein L57 pseudogene 9,,
21133,HGNC:23965,MRPL57P10,mitochondrial ribosomal protein L57 pseudogene 10,,
21134,HGNC:5359,MRPL58,mitochondrial ribosomal protein L58,ENSG00000167862,uc002jmm.4
21135,HGNC:14495,MRPS2,mitochondrial ribosomal protein S2,ENSG00000122140,uc004cfv.6
21136,HGNC:14498,MRPS5,mitochondrial ribosomal protein S5,ENSG00000144029,uc002sub.4
21137,HGNC:29778,MRPS5P3,mitochondrial ribosomal protein S5 pseudogene 3,ENSG00000214743,
21138,HGNC:29779,MRPS5P4,mitochondrial ribosomal protein S5 pseudogene 4,ENSG00000266915,
21139,HGNC:14051,MRPS6,mitochondrial ribosomal protein S6,ENSG00000243927,uc002ytp.2
21140,HGNC:29780,MRPS6P1,mitochondrial ribosomal protein S6 pseudogene 1,,
21141,HGNC:29781,MRPS6P2,mitochondrial ribosomal protein S6 pseudogene 2,ENSG00000237130,
21142,HGNC:29782,MRPS6P4,mitochondrial ribosomal protein S6 pseudogene 4,ENSG00000257820,
21143,HGNC:14499,MRPS7,mitochondrial ribosomal protein S7,ENSG00000125445,uc002jnm.5
21144,HGNC:29783,MRPS7P1,mitochondrial ribosomal protein S7 pseudogene 1,,
21145,HGNC:29784,MRPS7P2,mitochondrial ribosomal protein S7 pseudogene 2,,
21146,HGNC:14501,MRPS9,mitochondrial ribosomal protein S9,ENSG00000135972,uc002tcn.5
21147,HGNC:40688,MRPS9-AS1,MRPS9 antisense RNA 1,ENSG00000231851,
21148,HGNC:40687,MRPS9-AS2,MRPS9 antisense RNA 2,ENSG00000224509,
21149,HGNC:14502,MRPS10,mitochondrial ribosomal protein S10,ENSG00000048544,uc003osa.5
21150,HGNC:29728,MRPS10P1,mitochondrial ribosomal protein S10 pseudogene 1,ENSG00000235378,
21151,HGNC:29727,MRPS10P2,mitochondrial ribosomal protein S10 pseudogene 2,ENSG00000234325,
21152,HGNC:29729,MRPS10P5,mitochondrial ribosomal protein S10 pseudogene 5,,
21153,HGNC:14050,MRPS11,mitochondrial ribosomal protein S11,ENSG00000181991,uc002bml.4
21154,HGNC:16584,MRPS11P1,mitochondrial ribosomal protein S11 pseudogene 1,ENSG00000225803,
21155,HGNC:10380,MRPS12,mitochondrial ribosomal protein S12,ENSG00000128626,uc002okc.4
21156,HGNC:14049,MRPS14,mitochondrial ribosomal protein S14,ENSG00000120333,uc001gkk.4
21157,HGNC:14504,MRPS15,mitochondrial ribosomal protein S15,ENSG00000116898,uc001cas.3
21158,HGNC:29730,MRPS15P1,mitochondrial ribosomal protein S15 pseudogene 1,ENSG00000259186,
21159,HGNC:29731,MRPS15P2,mitochondrial ribosomal protein S15 pseudogene 2,,
21160,HGNC:14048,MRPS16,mitochondrial ribosomal protein S16,ENSG00000182180,uc001jts.1
21161,HGNC:29732,MRPS16P1,mitochondrial ribosomal protein S16 pseudogene 1,ENSG00000229182,
21162,HGNC:16541,MRPS16P2,mitochondrial ribosomal protein S16 pseudogene 2,ENSG00000232925,
21163,HGNC:29733,MRPS16P3,mitochondrial ribosomal protein S16 pseudogene 3,ENSG00000226336,
21164,HGNC:14047,MRPS17,mitochondrial ribosomal protein S17,ENSG00000239789,uc003trd.4
21165,HGNC:29734,MRPS17P1,mitochondrial ribosomal protein S17 pseudogene 1,ENSG00000268949,
21166,HGNC:29736,MRPS17P3,mitochondrial ribosomal protein S17 pseudogene 3,ENSG00000239226,
21167,HGNC:29737,MRPS17P5,mitochondrial ribosomal protein S17 pseudogene 5,ENSG00000274493,
21168,HGNC:29738,MRPS17P6,mitochondrial ribosomal protein S17 pseudogene 6,,
21169,HGNC:29735,MRPS17P7,mitochondrial ribosomal protein S17 pseudogene 7,,
21170,HGNC:29739,MRPS17P9,mitochondrial ribosomal protein S17 pseudogene 9,ENSG00000227814,
21171,HGNC:14505,MRPS18,mitochondrial ribosomal protein S18,,
21172,HGNC:14515,MRPS18A,mitochondrial ribosomal protein S18A,ENSG00000096080,uc003ovy.3
21173,HGNC:29740,MRPS18AP1,mitochondrial ribosomal protein S18A pseudogene 1,ENSG00000229759,
21174,HGNC:14516,MRPS18B,mitochondrial ribosomal protein S18B,ENSG00000204568,uc063ynd.1
21175,HGNC:29741,MRPS18BP1,mitochondrial ribosomal protein S18B pseudogene 1,ENSG00000226013,
21176,HGNC:29742,MRPS18BP2,mitochondrial ribosomal protein S18B pseudogene 2,ENSG00000235232,
21177,HGNC:16633,MRPS18C,mitochondrial ribosomal protein S18C,ENSG00000163319,uc003hor.5
21178,HGNC:29743,MRPS18CP2,MRPS18C pseudogene 2,,
21179,HGNC:29744,MRPS18CP3,MRPS18C pseudogene 3,,
21180,HGNC:29745,MRPS18CP4,MRPS18C pseudogene 4,ENSG00000255763,
21181,HGNC:29746,MRPS18CP5,MRPS18C pseudogene 5,,
21182,HGNC:29747,MRPS18CP6,MRPS18C pseudogene 6,ENSG00000228807,
21183,HGNC:44530,MRPS18CP7,MRPS18C pseudogene 7,ENSG00000235916,
21184,HGNC:14046,MRPS21,mitochondrial ribosomal protein S21,ENSG00000266472,uc001euk.5
21185,HGNC:29748,MRPS21P1,mitochondrial ribosomal protein S21 pseudogene 1,ENSG00000234496,
21186,HGNC:29749,MRPS21P2,mitochondrial ribosomal protein S21 pseudogene 2,ENSG00000227425,
21187,HGNC:29750,MRPS21P3,mitochondrial ribosomal protein S21 pseudogene 3,ENSG00000221879,
21188,HGNC:29751,MRPS21P4,mitochondrial ribosomal protein S21 pseudogene 4,,
21189,HGNC:29752,MRPS21P5,mitochondrial ribosomal protein S21 pseudogene 5,ENSG00000226395,
21190,HGNC:29753,MRPS21P6,mitochondrial ribosomal protein S21 pseudogene 6,ENSG00000214298,
21191,HGNC:29754,MRPS21P7,mitochondrial ribosomal protein S21 pseudogene 7,ENSG00000260024,
21192,HGNC:29755,MRPS21P8,mitochondrial ribosomal protein S21 pseudogene 8,ENSG00000259978,
21193,HGNC:29756,MRPS21P9,mitochondrial ribosomal protein S21 pseudogene 9,ENSG00000262759,
21194,HGNC:14508,MRPS22,mitochondrial ribosomal protein S22,ENSG00000175110,uc003etb.4
21195,HGNC:29757,MRPS22P1,mitochondrial ribosomal protein S22 pseudogene 1,ENSG00000271056,
21196,HGNC:14509,MRPS23,mitochondrial ribosomal protein S23,ENSG00000181610,uc002ivc.4
21197,HGNC:29758,MRPS23P1,mitochondrial ribosomal protein S23 pseudogene 1,,
21198,HGNC:14510,MRPS24,mitochondrial ribosomal protein S24,ENSG00000062582,uc003tit.2
21199,HGNC:29759,MRPS24P1,mitochondrial ribosomal protein S24 pseudogene 1,,
21200,HGNC:14511,MRPS25,mitochondrial ribosomal protein S25,ENSG00000131368,uc003bzl.4
21201,HGNC:29760,MRPS25P1,mitochondrial ribosomal protein S25 pseudogene 1,,
21202,HGNC:14045,MRPS26,mitochondrial ribosomal protein S26,ENSG00000125901,uc002whs.4
21203,HGNC:14512,MRPS27,mitochondrial ribosomal protein S27,ENSG00000113048,uc003kbz.5
21204,HGNC:14513,MRPS28,mitochondrial ribosomal protein S28,ENSG00000147586,uc003ybp.4
21205,HGNC:8769,MRPS30,mitochondrial ribosomal protein S30,ENSG00000112996,uc003joh.4
21206,HGNC:53420,MRPS30-DT,MRPS30 divergent transcript,ENSG00000251141,
21207,HGNC:16632,MRPS31,mitochondrial ribosomal protein S31,ENSG00000102738,uc001uxm.5
21208,HGNC:29763,MRPS31P1,mitochondrial ribosomal protein S31 pseudogene 1,ENSG00000275256,
21209,HGNC:39252,MRPS31P2,mitochondrial ribosomal protein S31 pseudogene 2,ENSG00000232894,
21210,HGNC:42649,MRPS31P4,mitochondrial ribosomal protein S31 pseudogene 4,ENSG00000250299,
21211,HGNC:39253,MRPS31P5,mitochondrial ribosomal protein S31 pseudogene 5,ENSG00000243406,
21212,HGNC:16634,MRPS33,mitochondrial ribosomal protein S33,ENSG00000090263,uc003vwe.5
21213,HGNC:29764,MRPS33P1,mitochondrial ribosomal protein S33 pseudogene 1,,
21214,HGNC:29765,MRPS33P2,mitochondrial ribosomal protein S33 pseudogene 2,ENSG00000249649,
21215,HGNC:29766,MRPS33P3,mitochondrial ribosomal protein S33 pseudogene 3,ENSG00000251308,
21216,HGNC:29767,MRPS33P4,mitochondrial ribosomal protein S33 pseudogene 4,ENSG00000234821,
21217,HGNC:16618,MRPS34,mitochondrial ribosomal protein S34,ENSG00000074071,uc002cmo.4
21218,HGNC:16635,MRPS35,mitochondrial ribosomal protein S35,ENSG00000061794,uc001rih.4
21219,HGNC:55490,MRPS35-DT,MRPS35 divergent transcript,ENSG00000256377,
21220,HGNC:29768,MRPS35P1,mitochondrial ribosomal protein S35 pseudogene 1,,
21221,HGNC:29769,MRPS35P2,mitochondrial ribosomal protein S35 pseudogene 2,ENSG00000250830,
21222,HGNC:29770,MRPS35P3,mitochondrial ribosomal protein S35 pseudogene 3,ENSG00000270192,
21223,HGNC:16631,MRPS36,mitochondrial ribosomal protein S36,ENSG00000134056,uc003jvq.4
21224,HGNC:29771,MRPS36P1,mitochondrial ribosomal protein S36 pseudogene 1,ENSG00000236152,
21225,HGNC:29772,MRPS36P2,mitochondrial ribosomal protein S36 pseudogene 2,ENSG00000249539,
21226,HGNC:29773,MRPS36P3,mitochondrial ribosomal protein S36 pseudogene 3,ENSG00000253814,
21227,HGNC:29774,MRPS36P4,mitochondrial ribosomal protein S36 pseudogene 4,ENSG00000255231,
